{'姓名': '安喜县吏', '拼音': 'ān-xǐ-xiàn-lì', '效忠势力': '东汉', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '刘备任安喜县尉时，督邮到县巡视并向刘备索贿，刘备拒绝。督邮于是威逼该县吏陷害刘备，县吏不从，由此发生了张飞怒打督邮的事件。'}
{'姓名': '孙谊', '拼音': 'sūn-yì', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': '扬州吴郡', '现代籍贯': '江苏苏州市', '介绍': None}
{'姓名': '孙翊', '拼音': 'sūn-yì', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '叔弼', '生卒': '184 - 204', '古代籍贯': '扬州吴郡富春', '现代籍贯': '浙江杭州市富阳', '介绍': '任丹阳太守。孙翊性格刚烈，好酒，醉后常鞭挞士卒。丹阳督将妫览、郡丞戴员二人与孙翊从人边洪结为心腹，共同谋杀了孙翊。后来，孙翊妻子徐氏设计杀掉妫览、戴员，为其报仇。（三国演义第7回、第29回中提及）'}
{'姓名': '孙瑜', '拼音': 'sūn-yú', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '仲异', '生卒': '177 - 215', '古代籍贯': '扬州吴郡富春', '现代籍贯': '浙江杭州市富阳', '介绍': '孙权的堂弟，东吴的宗室成员，于三国演义第57回登场。周瑜以取蜀为借口，欲取荆州时，孙瑜受孙权派遣，率兵前来会合，支援周瑜。'}
{'姓名': '孙助', '拼音': 'sūn-zhù', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': '扬州吴郡富春', '现代籍贯': '浙江杭州市富阳', '介绍': None}
{'姓名': '太史慈', '拼音': 'tài-shǐ-cí', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '子义', '生卒': '166 - 206', '古代籍贯': '青州东莱郡黄', '现代籍贯': '山东烟台市龙口', '介绍': '慈忠义，北海孔融敬之，黄巾贼管亥围北海，慈助融抗之，为融结刘备，大败贼众。后归扬州刺史刘繇，于神亭同一小将斗孙策十三骑，更只身与策大战，奋勇莫当。后繇败死，策擒慈，慕其高义，求为其将，慈降。慈招谕繇残军归，守言应诺，恪遵信义，始终如一，弭息诽论。自此慈为孙氏大将，慈助其扫荡江东。后孙权领事，委以重任。群英会上，周瑜付剑与慈为监酒，赤壁战中，权用慈为先锋。后于合肥城中伏，为张辽所遣弓弩兵射至重伤，回营发遗世之言，不治身死，寿止四十一岁。'}
{'姓名': '太史享', '拼音': 'tài-shǐ-xiǎng', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '元复', '生卒': '？ - ？', '古代籍贯': '青州东莱郡黄', '现代籍贯': '山东烟台市龙口', '介绍': '演义中名亨。父慈亡，吴主权哀悼不已，葬慈于南徐北固山下，便养其子亨于府中。'}
{'姓名': '谭雄', '拼音': 'tán-xióng', '效忠势力': '吴', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '蜀伐吴，雄助李异，箭射蜀将张苞马，苞落马。翌日，为关兴所擒，于蜀营中斩首。'}
{'姓名': '陶濬', '拼音': 'táo-jùn', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 280', '古代籍贯': '扬州丹阳郡秣陵', '现代籍贯': None, '介绍': '天纪元年，晋攻吴，濬以水军迎之。然一夜之间，二万兵士皆散，故军不战而败。'}
{'姓名': '滕胤', '拼音': 'téng-yìn', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '承嗣', '生卒': '？ - 256', '古代籍贯': '青州北海国剧', '现代籍贯': '山东潍坊市昌乐县西北', '介绍': '太常卿。与孫峻合谋，诛杀专横无度的诸葛恪。因此功绩被封为大司马。企图谋杀残暴无比的孙綝，反而被綝诛杀。'}
{'姓名': '万彧', '拼音': 'wàn-yù', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 272', '古代籍贯': None, '现代籍贯': None, '介绍': '右丞相。初为左典军，景帝崩，彧及张布、濮阳兴立皓为帝。宝鼎元年，以陆凯为左丞相、彧右丞相。后彧、将军留平、大司农楼玄三人见帝皓无道，直言苦谏，皆被所杀。'}
{'姓名': '王惇', '拼音': 'wáng-dūn', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 256', '古代籍贯': None, '现代籍贯': None, '介绍': '孙峻病亡，从弟綝辅政。綝为人强暴，杀大司马滕胤、将军惇、吕据等，因此权柄皆归于綝。后綝废吴主亮，立休为帝，休诛綝，将被害惇等家，重建坟墓，以表其忠。'}
{'姓名': '魏邈', '拼音': 'wèi-miǎo', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': None, '现代籍贯': None, '介绍': '孙綝遣中书郎孟宗拨与中营所管精兵一万五千，出屯武昌；又尽将武库内军器与之。于是将军魏邈、武卫士施朔二人密奏孙休曰：“綝调兵在外，又搬尽武库内军器，早晚必为变矣！”休大惊，急召张布计议。布奏曰：“老将丁奉计略过人，能断大事，可与议之。”休乃召奉入内，密告其事。奉奏曰：“陛下勿忧，臣有一计，为国除害。”休问：“何计？”奉曰：“来朝腊日，只推大会群臣，召綝赴席，臣自有调遣。”休大喜。奉令魏邈、施朔为外事，张布为内应。'}
{'姓名': '文钦', '拼音': 'wen-qīn', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '仲若', '生卒': '？ - 258', '古代籍贯': '豫州谯郡', '现代籍贯': '安徽亳州市', '介绍': '扬州刺史。被司马师废曹芳的专横暴行激怒，与毋丘俭一起发动叛乱。战败后逃往吴国，但是遭到友军诸葛诞的怀疑，被斩杀。'}
{'姓名': '吴国太', '拼音': 'wú-guó-tài', '效忠势力': '吴', '性别': '女', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': '扬州吴郡吴', '现代籍贯': '江苏苏州市', '介绍': '孙尚香之母。吴太夫人去世后，孙权遵母亲遗命，奉养吴国太如同亲生母亲。赤壁之战后，周瑜设下美人计，欲以孙尚香为诱饵将刘备赚至东吴，乘机监禁刘备而以此为要挟交换荆州。刘备到达东吴后，用诸葛亮的锦囊妙计，将与孙尚香结亲一事传遍全城，吴国太得知后大怒，前去和孙权理论，后来在甘露寺相亲时认可了刘备，终将孙刘婚事促成。此后刘备携孙尚香逃回荆州，当孙权准备以张昭之计攻伐荆州时，吴国太出面阻止，厉声呵斥张昭欲害自己女儿性命。孙权无奈，只得派遣家将周善带领心腹前往荆州，假称吴国太病重，诱孙尚香携刘备之子刘禅回吴，企图以此要挟刘备交还荆州，但途中被赵云、张飞所阻，周善被张飞所杀，孙权之计也因此失败。'}
{'姓名': '吴景', '拼音': 'wú-jǐng', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 203', '古代籍贯': '扬州吴郡吴', '现代籍贯': '江苏苏州市', '介绍': '孙策之舅，丹阳太守，助孙策创业。'}
{'姓名': '吾粲', '拼音': 'wú-càn', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '孔休', '生卒': '？ - 245', '古代籍贯': '扬州吴郡乌程', '现代籍贯': None, '介绍': '孙策薨，弟权统众。权招贤纳士，粲投之。'}
{'姓名': '伍延', '拼音': 'wǔ-yán', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 280', '古代籍贯': None, '现代籍贯': None, '介绍': '天纪四年，晋军侵吴。吴帝皓以车骑将军延为都督，进兵江陵，迎敌杜预。后延出陆路，为晋军所败。延见各军皆败，乃弃城走，被伏兵捉住，缚见预。预曰：“留之无用！”叱令武士斩之。'}
{'姓名': '武烈皇后', '拼音': 'wú-liè-huáng-hòu', '效忠势力': '吴', '性别': '女', '是否虚构': '史实人物', '字': None, '生卒': '？ - 202', '古代籍贯': '扬州吴郡吴', '现代籍贯': '江苏苏州市', '介绍': '演义中则被称为吴太夫人。其次子孙权自立为吴国皇帝后，她被追尊为皇后。并且演义中虚构其妹继为国太，在孙刘联姻一事上起主导作用。'}
{'姓名': '夏恂', '拼音': 'xià-xún', '效忠势力': '吴', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '属韩当部。蜀主备统军侵吴，当及周泰引军相迎。当回顾众将曰：“谁敢冲突蜀兵？”恂挺枪出马。蜀将张苞挺丈八矛，纵马而出，大喝一声，直取恂。恂见苞声若巨雷，心中惊惧；恰待要走，泰弟平见恂抵敌不住，挥刀纵马而来。蜀将关兴见了，跃马提刀来迎。苞大喝一声，一矛刺中恂，倒撞下马。'}
{'姓名': '小乔', '拼音': 'xiǎo-qiáo', '效忠势力': '吴', '性别': '女', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': '扬州庐江郡皖', '现代籍贯': '安徽安庆市潜山县', '介绍': '庐江皖县桥国老次女，秀美绝伦，貌压群芳，又琴棋书画无所不通周瑜攻取皖城，迎娶小乔为妻。周郎小乔英雄美女、郎才女貌'}
{'姓名': '谢旌', '拼音': 'xiè-jīng', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': None, '现代籍贯': None, '介绍': '旌、李异有万夫不当之勇，属武卫都尉孙桓。蜀主备攻吴，旌、李异随桓迎之。两军相遇，蜀将张苞直取桓，旌，骤马来迎。两将战有三十余合，旌败走。次日，桓又引军来，苞奋勇当先，杀入吴军，正遇旌，为苞一矛刺死。'}
{'姓名': '徐夫人', '拼音': 'xú-fū-rén', '效忠势力': '吴', '性别': '女', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': '扬州吴郡富春', '现代籍贯': '浙江杭州市富阳', '介绍': None}
{'姓名': '徐盛', '拼音': 'xú-shèng', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '文向', '生卒': '？ - ？', '古代籍贯': '徐州琅邪国莒', '现代籍贯': '山东日照市莒县', '介绍': '孙策薨，弟权统众。权招贤纳士，盛投之。同丁奉为大都督周瑜帐前护军校尉。随瑜与曹公战于赤壁，刘备军事诸葛亮借东风，瑜命盛、奉二将杀亮，然亮已归。后同瑜往夺南郡，瑜施美人计，以权妹嫁备，及备等归荆州，瑜命二将阻之，为夫人呵退。后随权与魏将张辽战于合肥、随吕蒙袭荆州。及蜀军侵吴，盛随陆逊与蜀军战于彝陵，屡立功绩。后驻吴东线，魏文帝大出，盛献火攻之计，魏军大败。'}
{'姓名': '徐氏[孙翊妻]', '拼音': 'xú-shì', '效忠势力': '吴', '性别': '女', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': None, '现代籍贯': None, '介绍': '偏将军孙翊之妻。夫翊，大帝之弟也。'}
{'姓名': '许晏', '拼音': 'xǔ-yàn', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': None, '现代籍贯': None, '介绍': '后孙权遣张弥、许晏赍金宝珍玉赴辽东，封(公孙)渊为燕王。渊惧中原，乃斩张、许二人，送首与曹睿。睿封渊为大司马、乐浪公。'}
{'姓名': '薛珝', '拼音': 'xuē-xǔ', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': '豫州沛国竹邑', '现代籍贯': '安徽宿州市北符离集', '介绍': '在株杀孙綝后蜀汉前来贺喜后，作为使者回访蜀汉。返回后向吴帝孙休报告，蜀汉宦官黄皓专权，国势衰微。'}
{'姓名': '薛综', '拼音': 'xuē-zōng', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '敬文', '生卒': '？ - 243', '古代籍贯': '豫州沛国竹邑', '现代籍贯': '安徽宿州市北符离集', '介绍': '被孙权召请，辅佐孙权。曾舌战诸葛亮，说汉天数将终。曹公已有天下三分之二，人皆归心。刘豫州不识天时，强欲与争，正如以卵击石，安得不败乎？”被诸葛亮骂为无父无君之人,满面羞惭。'}
{'姓名': '严畯', '拼音': 'yán-jùn', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '曼才', '生卒': '？ - ？', '古代籍贯': '徐州彭城国', '现代籍贯': '江苏徐州市', '介绍': '孙权麾下之臣。与出任同盟使者来访的诸葛亮舌战，反而自取其辱。孙权即帝位后，被任命为卫尉，后来作了尚书令。'}
{'姓名': '雍闿', '拼音': 'yōng-kǎi', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 225', '古代籍贯': '益州益州郡', '现代籍贯': '云南昆明市晋宁县东', '介绍': '汉什方侯雍齿之后。建兴三年，闿结连孟获造反。闿、朱褒、高定三人部下人马，皆与获为向导官，攻打永昌郡。丞相亮亲往讨之，设反间计，定将鄂焕一戟刺闿于马下，就枭其首级，军士皆降。'}
{'姓名': '于诠', '拼音': 'yú-quán', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': None, '现代籍贯': None, '介绍': '为了增援在魏国发动叛乱的诸葛诞，率领援军出征。虽然魏将王基劝说他投降，但他还是为国尽忠，战死沙场。'}
{'姓名': '俞氏', '拼音': 'yú-shì', '效忠势力': '吴', '性别': '女', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '东吴将领孙河的姑姑。'}
{'姓名': '虞翻', '拼音': 'yú-fān', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '仲翔', '生卒': '164 - 233', '古代籍贯': '扬州会稽郡余姚', '现代籍贯': '浙江余姚市西北', '介绍': '初为会稽的郡吏，因太守王郎败孙策，遂降策。时周泰重伤，翻荐华佗於策，泰于是得安。后劝降蜀将傅士仁。'}
{'姓名': '张布', '拼音': 'zhāng-bù', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 264', '古代籍贯': '扬州吴郡', '现代籍贯': '江苏苏州市', '介绍': '奉吴帝休之命，同丁奉共诛丞相孙綝。后立孙皓为帝，因皓暴虐劝之，为皓满门抄斩。'}
{'姓名': '张承[吴]', '拼音': 'zhāng-chéng', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '仲嗣', '生卒': '177 - 244', '古代籍贯': '徐州彭城国彭城', '现代籍贯': '江苏徐州市', '介绍': '蜀相亮五次北伐，承奉吴主孙权命，与孙韶共引军从广陵攻淮阴。'}
{'姓名': '张纮', '拼音': 'zhāng-hóng', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '子纲', '生卒': '153 - 212', '古代籍贯': '徐州广陵郡', '现代籍贯': '江苏扬州市西北', '介绍': '孙策征讨江东，亲顾张纮家中，请出为自己划谋。江东平定后，张纮奉命去许都上表。恰逢孙策死去，张纮说以利害，劝曹操不要加兵江南。曹操平定荆州，赤壁鏖兵，张纮等文官主张降曹。后来谏孙权迁都秣陵，不久病故。孙权听从了他的建议，把都城迁到秣陵。'}
{'姓名': '张弥', '拼音': 'zhāng-mí', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': None, '现代籍贯': None, '介绍': '后孙权遣张弥、许晏赍金宝珍玉赴辽东，封渊为燕王。渊惧中原，乃斩张、许二人，送首与曹睿。睿封渊为大司马、乐浪公。'}
{'姓名': '张悌', '拼音': 'zhāng-tì', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '巨先', '生卒': '236 - 280', '古代籍贯': '荆州南郡襄阳', '现代籍贯': '湖北襄阳市南', '介绍': '司马炎分兵伐吴，丞相张悌分兵派将拒敌。亲率众出牛渚渡江抵抗。晋军所到既克。张悌战死于乱军之中。'}
{'姓名': '张温[吴]', '拼音': 'zhāng-wēn', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '惠恕', '生卒': '193 - 228', '古代籍贯': '扬州吴郡吴', '现代籍贯': '江苏苏州市', '介绍': '吴中郎将。蜀遣邓芝通好东吴，吴遣温为使答礼。后主聚文武于丹墀，令邓芝、张温入。温自以为得志，昂然上殿，见后主施礼。诸葛亮设宴招待，酒至半酣，张温喜笑自若，颇有傲慢之意。后秦宓大醉而入，温欲以才学难之，反被宓驳得无语，因而服之。'}
{'姓名': '张休[吴]', '拼音': 'zhāng-xiū', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '叔嗣', '生卒': '？ - ？', '古代籍贯': '徐州彭城国彭城', '现代籍贯': '江苏徐州市', '介绍': '张昭次子，著名文人，因为与皇太子孙登亲密，成为右弼。孙登死后，被人进谗言，遭降职，被勒令自杀。'}
{'姓名': '张约', '拼音': 'zhāng-yuē', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': None, '现代籍贯': None, '介绍': '诸葛恪心腹将。恪令其与朱恩管御林军。以为牙爪。后孙峻斩恪，张约挥刀向峻，峻急闪过，刀尖伤其左指。峻转身一刀，砍中张约右臂。武士一齐拥出，砍倒张约，剁为肉泥。'}
{'姓名': '张昭[吴]', '拼音': 'zhāng-zhāo', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '子布', '生卒': '156 - 236', '古代籍贯': '徐州彭城国彭城', '现代籍贯': '江苏徐州市', '介绍': '好学善书，是当时的著名人物，于汉末避乱江东。孙策在江东创业时，辟张昭为长史，以管仲视之。孙策临终时，将孙权托付于张昭、周瑜，遗言“内事托子布，外事全赖公瑾”。张昭性格严肃，对孙权多有直谏。赤壁之战之际，张昭主降，孙权深感失望。孙权称帝后，张昭被封为娄侯，数年后病逝。'}
{'姓名': '赵咨[吴]', '拼音': 'zhào-zī', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '德度', '生卒': '？ - ？', '古代籍贯': '荆州南阳郡', '现代籍贯': '河南南阳市', '介绍': '瑾见孙权，言先主不肯通和之意。权大惊曰：“若如此，则江南危矣！”阶下一人进曰：“某有一计，可解此危。”视之，乃中大夫赵咨也。权曰：“德度有何良策？”咨曰：“主公可作一表，某愿为使，往见魏帝曹丕，陈说利害，使袭汉中，则蜀兵自危矣。”权曰：“此计虽善，但卿此去，休失了东吴气象。”咨曰：“若有些小差失，即投江而死，安有面目见江南人物乎？”权大喜，即写表称臣，令赵咨为使，星夜到了许都，先见太尉贾诩等并大小官僚。次日早朝，贾诩出班奏曰：“东吴遣中大夫赵咨上表。”曹丕笑曰：“此欲退蜀兵故也。”即令召入。咨拜伏于丹墀。丕览表毕，遂问咨曰：“吴侯乃何如主也？”丕笑曰：“卿褒奖毋乃太甚！”咨曰：“臣非过誉也。吴侯纳鲁肃于凡品，是其聪也；拔吕蒙于行阵，是其明也；获于禁而不害，是其仁也；取荆州兵不血刃，是其智也；据三江虎视天下，是其雄也；屈身于陛下，是其略也。丕又问曰：“吴主颇知学乎？”咨曰：“吴主浮江万艘，带甲百万，任贤使能，志存经略，少有余闲，博览书传，历观史籍，采其大旨，不效书生寻章摘句而已。”丕曰：“朕欲伐吴可乎？”咨曰：“大国有征伐之兵，小国有御备之策。”丕曰：“吴畏魏乎？”咨曰：“带甲百万，江汉为池，何畏之有！”丕曰：“东吴如大夫者几人？”咨曰：“聪明特达者八九十人，如臣之辈，车载斗量，不可胜数。”丕叹曰：“使于四方，不辱君命，卿可以当之矣！”于是即降诏，命太常卿邢贞赍册，封孙权为吴王，加九锡。赵咨谢恩出城。'}
{'姓名': '周鲂', '拼音': 'zhōu-fáng', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '子鱼', '生卒': '？ - ？', '古代籍贯': '扬州吴郡阳羡', '现代籍贯': '江苏无锡市宜兴', '介绍': '谲挑魏大司马扬州牧曹休，暗陈七事相约攻吴。休疑，鲂割发置地，休遂不疑。鲂诱休至石亭，自隐去。陆逊谴诸将杀出，大胜之。逊闻胜大喜，即同太守周鲂并诸将班师还吴。权见周鲂无发，慰劳曰：“卿断发成此大事，功名当书于竹帛也。”即封周鲂为关内侯。'}
{'姓名': '周平', '拼音': 'zhōu-píng', '效忠势力': '吴', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': '扬州九江郡下蔡', '现代籍贯': '安徽淮南市凤台县', '介绍': '兄泰，奋威将军，汉中太守。蜀主备军侵吴，平随兄泰及韩当、夏恂引军相迎。恂出战蜀将张苞，平见恂抵敌不住，挥刀纵马而来。蜀将关兴见了，跃马提刀来迎。苞一矛刺中恂，倒撞下马。平大惊，措手不及，被兴一刀斩了。'}
{'姓名': '周善', '拼音': 'zhōu-shàn', '效忠势力': '吴', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '孙权心腹。此人最有胆量，自幼穿房入户，多随孙策。权为骗其妹回吴，遣善将五百人，扮为商人，分作五船；更诈修国书，以备盘诘；船内暗藏兵器。周善领命，往荆州。正骗得孙夫人带刘禅上船，赵云前来抢走禅，周善在后梢挟住舵，只顾放船下水。正僵持时张飞赶到，周善见张飞上船，提刀来迎，被张飞手起一剑砍倒，提头掷于孙夫人前。'}
{'姓名': '周泰', '拼音': 'zhōu-tài', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '幼平', '生卒': '？ - 225', '古代籍贯': '扬州九江郡下蔡', '现代籍贯': '安徽淮南市凤台县', '介绍': '初与蒋钦遭世乱，聚人在洋子江中，劫掠为生。孙策讨刘繇，泰、钦烧繇将张英寨，引其党三百余人前来投孙策，策用为军前校尉。策夜梦高祖，遂与泰等共十三骑，出寨上岭，到庙焚香。及繇平，策取吴郡，使弟权与泰守宣城，山贼窃发，四面杀至。时值更深，不及抵敌，泰抱权上马。数十贼众，用刀来砍。泰赤体步行，提刀杀贼，砍杀十余人。泰夺贼枪马，杀条血路。救出孙权。余贼远遁。周泰身被十二枪，金疮发胀，命在须臾。后为华佗所救。曹公南下，将焦触、张南引军袭，泰与韩当并为先锋迎之，泰砍南于水中，并败文聘。后甘宁困于彝陵，泰突围而入，救之。泰又与钦共败曹仁。先主娶孙夫人，逃奔而走，泰奉权命追之，未成。曹公大军至濡须，当、泰，两骑马直冲将上来。许褚敌住二将。甘宁百骑劫寨，泰又引军接应。权为曹公败，泰舍命救权、徐盛，权设宴感之。后又随吕蒙袭荆州。先主伐吴，权以泰为副将迎之。权以陆逊为将，泰等不平。蜀军败，泰杀蛮王沙摩柯。'}
{'姓名': '周循', '拼音': 'zhōu-xún', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': '扬州庐江郡舒', '现代籍贯': '安徽合肥市庐江县西南', '介绍': '名将周瑜的长子，在周瑜去世后为孙权所厚待（三国演义第57回中提及）。'}
{'姓名': '周胤', '拼音': 'zhōu-yìn', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 239', '古代籍贯': '扬州庐江郡舒', '现代籍贯': '安徽合肥市庐江县西南', '介绍': '周胤，东吴名将周瑜次子，在周瑜去世后为孙权所厚待。'}
{'姓名': '周瑜', '拼音': 'zhōu-yú', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '公瑾', '生卒': '175 - 210', '古代籍贯': '扬州庐江郡舒', '现代籍贯': '安徽合肥市庐江县西南', '介绍': '偏将军、南郡太守。自幼与孙策交好，策离袁术讨江东，瑜引兵从之。为中郎将，孙策相待甚厚，又同娶二乔。策临终，嘱弟权曰：“外事不决，可问周瑜”。瑜奔丧还吴，与张昭共佐权，并荐鲁肃等，掌军政大事。赤壁战前，瑜自鄱阳归。力主战曹，后于群英会戏蒋干、怒打黄盖行诈降计、后火烧曹军，大败之。后下南郡与曹仁相持，中箭负伤，与诸葛亮较智斗，定假涂灭虢等计，皆为亮破，后气死于巴陵，年三十六岁。临终，上书荐鲁肃代其位，权为其素服吊丧。'}
{'姓名': '朱恩', '拼音': 'zhū-ēn', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 253', '古代籍贯': None, '现代籍贯': None, '介绍': '却说孙峻字子远，乃孙坚弟孙静曾孙，孙恭之子也。孙权存日，甚爱之，命掌御林军马。今闻诸葛恪令张约、朱恩二人掌御林军，夺其权，心中大怒。'}
{'姓名': '朱桓', '拼音': 'zhū-huán', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '休穆', '生卒': '176 - 238', '古代籍贯': '扬州吴郡吴', '现代籍贯': '江苏苏州市', '介绍': '黄武元年，魏主丕伐吴，桓驻濡须御曹仁，退仁军。黄武七年，鄱阳太守周鲂计诱魏大司马曹休军入皖成，桓、全琮随陆逊应敌，桓献策断休归路，尽杀休兵，而后直入寿春，逊不从。后仍大败魏军。'}
{'姓名': '朱皇后', '拼音': 'zhū-huáng-hòu', '效忠势力': '吴', '性别': '女', '是否虚构': '史实人物', '字': None, '生卒': '？ - 265', '古代籍贯': '扬州吴郡吴', '现代籍贯': '江苏苏州市', '介绍': '却说吴主孙休闻司马炎已篡魏，知其必将伐吴，忧虑成疾，卧床不起，乃召丞相濮阳兴入宫中，令太子孙{雨+单}出拜。吴主把兴臂，手指{雨+单}而卒。兴出，与群臣商议，欲立太子孙{雨+单}为君。左典军万彧曰：“{雨+单}幼，不能专政，不若取乌程侯孙皓立之。”左将军张布亦曰：“皓才识明断，堪为帝王。”丞相濮阳兴不能决，入奏朱太后。太后曰：“吾寡妇人耳，安知社稷之事！卿等斟酌立之可也。”兴遂迎皓为君。'}
{'姓名': '朱然', '拼音': 'zhū-rán', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '义封', '生卒': '182 - 249', '古代籍贯': '扬州丹阳郡故鄣', '现代籍贯': '浙江湖州市安吉县北安城镇西北十五公里', '介绍': '吕蒙白衣渡江取荆州，朱然协助潘璋捉住了关羽。黄武元年，刘备兵伐东吴，朱然与孙桓抵抗刘备大军，后又参加夷陵战役，率兵断刘备的归路，被来接应刘备的大将赵云一枪刺死。'}
{'姓名': '朱异', '拼音': 'zhū-yì', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '季文', '生卒': '？ - 257', '古代籍贯': '扬州吴郡吴', '现代籍贯': '江苏苏州市', '介绍': '诸葛诞叛乱之时，奉丞相孙綝之命担任援军的先锋。接连打败仗，惹得孙綝大怒，败给司马昭后被处斩。'}
{'姓名': '朱治', '拼音': 'zhū-zhì', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '君理', '生卒': '156 - 224', '古代籍贯': '扬州丹阳郡故鄣', '现代籍贯': '浙江湖州市安吉县北安城镇西北十五公里', '介绍': '治为孙坚旧将，时坚亡，子策附袁术，治、吕范为之定计，借术兵取江东。后东路平，策乃令治为吴郡太守，收军回江东。及赤壁之战，大都督周瑜令治、吕范为四方巡警使，催督六郡官军。'}
{'姓名': '诸葛瑾', '拼音': 'zhū-gě-jǐn', '效忠势力': '吴', '性别': '男', '是否虚构': '史实人物', '字': '子瑜', '生卒': '174 - 241', '古代籍贯': '徐州琅邪国阳都', '现代籍贯': '山东临沂市沂南县南', '介绍': '经鲁肃推荐，为东吴效力。胸怀宽广，温厚诚信，得到孫权的深深信赖，努力缓和蜀汉与东吴的关系，曾于刘备伐吴之际出使求和，但未成功。'}
